phenotype_id,phenotype,CPRD,ICD,OPCS,name_portal,implementation,group,is_cancer,is_adult,file_stem,primary_care_code_lists,secondary_care_code_lists,death,case_note_review,ehr_sources,prognosis,genetic,cross_country,publications,type,status,date,modified_date,author,sex,valid_event_data_range,validation,clinical_terminologies,,data_sources,,version
PHE00091,Gastro-oesophageal reflux disease,CPRD_GORD.csv,ICD_GORD.csv,OPCS_GORD.csv,Gastro-oesophageal reflux disease,"At the specified date, a patient is defined as having had 'Gastro-oesophageal reflux disease' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Gastro-oesophageal reflux disease' diagnosis or history of diagnosis or procedure during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Gastro-oesophageal reflux disease' or history of diagnosis during a hospitalization
OR
Secondary care (OPCS4)
1. ALL procedures for 'Gastro-oesophageal reflux disease' during a hospitalization",Digestive,0,1,GORD,CPRD_GORD.csv,"ICD_GORD.csv,OPCS_GORD.csv",,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-94",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00092,Giant Cell arteritis,CPRD_GCA.csv,ICD_GCA.csv,,Giant Cell arteritis,"At the specified date, a patient is defined as having had 'Giant Cell arteritis' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Giant Cell arteritis' diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Giant Cell arteritis' or history of diagnosis during a hospitalization",Musculoskeletal ,0,1,GCA,CPRD_GCA.csv,ICD_GCA.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-95",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00093,Glaucoma,CPRD_glaucoma.csv,ICD_glaucoma.csv,OPCS_glaucoma.csv,Glaucoma,"At the specified date, a patient is defined as having had 'Glaucoma' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Glaucoma' diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Glaucoma' or history of diagnosis during a hospitalization
OR
Secondary care (OPCS4)
1. ALL procedures for 'Glaucoma' during a hospitalization",Eye,0,1,glaucoma,CPRD_glaucoma.csv,"ICD_glaucoma.csv,OPCS_glaucoma.csv",,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-96",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00094,Glomerulonephritis,CPRD_GN.csv,ICD_GN.csv,,Glomerulonephritis,"At the specified date, a patient is defined as having had 'Glomerulonephritis' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Glomerulonephritis' diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Glomerulonephritis' or history of diagnosis during a hospitalization",Genitourinary,0,1,GN,CPRD_GN.csv,ICD_GN.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-97",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00095,Gout,CPRD_gout.csv,ICD_gout.csv,,Gout,"At the specified date, a patient is defined as having had 'Gout' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Gout' diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Gout' or history of diagnosis during a hospitalization",Musculoskeletal ,0,1,gout,CPRD_gout.csv,ICD_gout.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-98",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00096,HIV,CPRD_hiv.csv,ICD_hiv.csv,,HIV,"At the specified date, a patient is defined as having had 'HIV' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'HIV' diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of 'HIV' or history of diagnosis during a hospitalization",Infections,0,1,hiv,CPRD_hiv.csv,ICD_hiv.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-99",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00097,"Haemangioma, any site",CPRD_haemangioma.csv,ICD_haemangioma.csv,,Haemangioma,"At the specified date, a patient is defined as having had 'Haemangioma, any site' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Haemangioma, any site' diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Haemangioma, any site' or history of diagnosis during a hospitalization",Benign neoplasm or CIN,0,1,haemangioma,CPRD_haemangioma.csv,ICD_haemangioma.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-100",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00098,Hearing loss,CPRD_deaf.csv,ICD_deaf.csv,,Deafness,"At the specified date, a patient is defined as having had Hearing loss IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Hearing loss diagnosis or history of diagnosis or procedure during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of Hearing loss or history of diagnosis during a hospitalization",Ear,0,1,deaf,CPRD_deaf.csv,ICD_deaf.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-101",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00099,Heart failure,CPRD_hf.csv,ICD_hf.csv,,Heart failure,"At the specified date, a patient is defined as having had 'Heart failure' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Heart failure' diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Heart failure' or history of diagnosis during a hospitalization",Cardiovascular,0,1,hf,CPRD_hf.csv,ICD_hf.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-102",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00100,Hepatic failure,CPRD_liver_fail.csv,ICD_liver_fail.csv,,Hepatic failure,"At the specified date, a patient is defined as having had 'Hepatic failure' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Hepatic failure' diagnosis or history of diagnosis or procedure during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Hepatic failure' or history of diagnosis during a hospitalization",Digestive,0,1,liver_fail,CPRD_liver_fail.csv,ICD_liver_fail.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-103",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00101,Hidradenitis suppurativa,CPRD_hidradenitis.csv,ICD_hidradenitis.csv,,Hidradenitis suppurativa,"At the specified date, a patient is defined as having had 'Hidradenitis suppurativa' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Hidradenitis suppurativa' diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Hidradenitis suppurativa' or history of diagnosis during a hospitalization",Skin,0,1,hidradenitis,CPRD_hidradenitis.csv,ICD_hidradenitis.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-104",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00102,High birth weight,CPRD_HBW.csv,ICD_HBW.csv,,High birth weight,"At the specified date, a patient is defined as having had 'High birth weight' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'High birth weight' diagnosis or history of diagnosis during a consultation AND IF the patient is aged < 1y at the first event date
OR
Secondary care
1. ALL diagnoses of  'High birth weight' or history of diagnosis during a hospitalization AND IF the patient is aged < 1y at the first event date",Perinatal ,0,0,HBW,CPRD_HBW.csv,ICD_HBW.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-105",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00103,Hodgkin Lymphoma,CPRD_hodgkins.csv,ICD_hodgkins.csv,,Hodgkin Lymphoma,"At the specified date, a patient is defined as having had 'Hodgkin Lymphoma' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Hodgkin Lymphoma' diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Hodgkin Lymphoma' or history of diagnosis during a hospitalization",Cancers,1,1,hodgkins,CPRD_hodgkins.csv,ICD_hodgkins.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-106",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00104,Hydrocoele (incl infected),CPRD_hydrocele.csv,ICD_hydrocele.csv,,Hydrocoele,"At the specified date, a patient is defined as having had 'Hydrocoele (incl infected)' (incl infected) IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Hydrocoele (incl infected)' (incl infected) diagnosis or history of diagnosis or procedure during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Hydrocoele (incl infected)' (incl infected) or history of diagnosis during a hospitalization",Genitourinary,0,1,hydrocele,CPRD_hydrocele.csv,ICD_hydrocele.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-107",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
